,S_INFO_WINDCODE,TRADE_DT,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE,S_DQ_VOLUME,S_DQ_AMOUNT,S_DQ_ADJPRECLOSE,S_DQ_ADJOPEN,S_DQ_ADJHIGH,S_DQ_ADJLOW,S_DQ_ADJCLOSE,S_DQ_ADJFACTOR,TRADES_COUNT,DISCOUNT_RATE,OPDATE,OPMODE
1413,511010.SH,20130423,99.8,100.155,99.8,100.145,50416.47,504540.233,99.859,99.8,100.155,99.8,100.145,1.0,8640.0,-0.4612,2013-04-23 15:08:09,0
1417,511010.SH,20130424,100.14,100.298,100.0,100.154,44135.36,442112.092,100.145,100.14,100.298,100.0,100.154,1.0,6790.0,-0.5145,2013-04-24 15:07:38,0
588,511010.SH,20130425,100.154,100.298,100.105,100.289,70460.0,706311.421,100.154,100.154,100.298,100.105,100.289,1.0,8722.0,-0.3834,2013-04-25 15:07:51,0
1003,511010.SH,20130426,100.291,100.5,100.291,100.357,62735.39,629794.357,100.289,100.291,100.5,100.291,100.357,1.0,9968.0,-0.4009,2013-04-26 15:07:57,0
101,511010.SH,20130502,100.4,100.558,100.4,100.497,57509.16,577941.921,100.357,100.4,100.558,100.4,100.497,1.0,7900.0,-0.4221,2013-05-02 15:08:47,0
165,511010.SH,20130503,100.591,100.607,100.48,100.503,60391.68,607008.559,100.497,100.591,100.607,100.48,100.503,1.0,8793.0,-0.4576,2013-05-03 15:08:03,0
705,511010.SH,20130506,100.5,100.565,100.41,100.481,53761.23,540292.222,100.503,100.5,100.565,100.41,100.481,1.0,6960.0,-0.3935,2013-05-06 15:08:28,0
1255,511010.SH,20130507,100.508,100.55,100.452,100.53,57144.64,574250.164,100.481,100.508,100.55,100.452,100.53,1.0,9046.0,-0.5844,2013-05-07 15:08:38,0
1133,511010.SH,20130508,100.59,100.59,100.5,100.52,74555.55,749487.375,100.53,100.59,100.59,100.5,100.52,1.0,8597.0,-0.4358,2013-05-08 15:08:49,0
382,511010.SH,20130509,100.53,100.535,100.499,100.519,70532.83,709006.671,100.52,100.53,100.535,100.499,100.519,1.0,7965.0,-0.4358,2013-05-09 15:09:02,0
205,511010.SH,20130510,100.514,100.58,100.504,100.552,84503.16,849431.659,100.519,100.514,100.58,100.504,100.552,1.0,9422.0,-0.4849,2013-05-10 15:08:56,0
1207,511010.SH,20130513,100.55,100.551,100.479,100.521,54418.12,547000.549,100.552,100.55,100.551,100.479,100.521,1.0,6367.0,-0.5245,2013-05-13 15:08:58,0
1332,511010.SH,20130514,100.533,100.533,100.5,100.513,58989.04,592943.254,100.521,100.533,100.533,100.5,100.513,1.0,7153.0,-0.5393,2013-05-14 15:09:08,0
283,511010.SH,20130515,100.512,100.516,100.465,100.474,71361.64,717178.504,100.513,100.512,100.516,100.465,100.474,1.0,9968.0,-0.6025,2013-05-15 15:08:56,0
1001,511010.SH,20130516,100.474,100.489,100.35,100.351,90090.52,904818.684,100.474,100.474,100.489,100.35,100.351,1.0,9130.0,-0.7084,2013-05-16 15:08:14,0
558,511010.SH,20130517,100.4,100.509,100.371,100.456,70864.87,711980.607,100.351,100.4,100.509,100.371,100.456,1.0,7820.0,-0.5307,2013-05-17 15:08:36,0
325,511010.SH,20130520,100.45,100.47,100.32,100.428,73534.23,738450.61,100.456,100.45,100.47,100.32,100.428,1.0,8433.0,-0.5663,2013-05-20 15:08:39,0
822,511010.SH,20130521,100.409,100.435,100.3,100.35,94072.54,943985.682,100.428,100.409,100.435,100.3,100.35,1.0,11635.0,-0.6278,2013-05-21 15:08:30,0
153,511010.SH,20130522,100.355,100.389,100.335,100.371,86697.05,870085.365,100.35,100.355,100.389,100.335,100.371,1.0,10929.0,-0.6356,2013-05-22 15:08:53,0
1263,511010.SH,20130523,100.381,100.415,100.32,100.364,97745.26,981124.005,100.371,100.381,100.415,100.32,100.364,1.0,12666.0,-0.674,2013-05-23 15:13:27,0
243,511010.SH,20130524,100.371,100.403,100.369,100.38,72952.12,732328.752,100.364,100.371,100.403,100.369,100.38,1.0,10672.0,-0.6847,2013-05-24 15:08:50,0
1024,511010.SH,20130527,100.389,100.5,100.389,100.484,92681.16,930644.288,100.38,100.389,100.5,100.389,100.484,1.0,12119.0,-0.624,2013-05-27 15:09:17,0
883,511010.SH,20130528,100.49,100.58,100.462,100.49,86570.87,869978.972,100.484,100.49,100.58,100.462,100.49,1.0,12108.0,-0.677,2013-05-28 15:09:11,0
989,511010.SH,20130529,100.501,100.51,100.452,100.485,91710.76,921557.81,100.49,100.501,100.51,100.452,100.485,1.0,12859.0,-0.5503,2013-05-29 15:09:08,0
788,511010.SH,20130530,100.48,100.56,100.45,100.511,86998.8,874139.814,100.485,100.48,100.56,100.45,100.511,1.0,13602.0,-0.5413,2013-05-30 15:10:36,0
62,511010.SH,20130531,100.51,100.6,100.5,100.503,79604.94,800199.296,100.511,100.51,100.6,100.5,100.503,1.0,11363.0,-0.5187,2013-05-31 15:09:22,0
1454,511010.SH,20130603,100.285,100.285,100.18,100.209,91586.04,917748.147,100.503,100.565,100.565,100.46,100.489,1.002794,13714.0,-0.4797,2013-06-03 15:09:19,0
741,511010.SH,20130604,100.203,100.259,100.175,100.205,80708.49,808662.781,100.489,100.483,100.539,100.455,100.485,1.002794,12002.0,-0.453,2013-06-04 15:08:43,0
847,511010.SH,20130605,100.192,100.225,100.17,100.18,116934.33,1171632.608,100.485,100.472,100.505,100.45,100.46,1.002794,14142.0,-0.4145,2013-06-05 15:09:05,0
1410,511010.SH,20130606,100.18,100.204,100.162,100.183,155120.41,1554174.394,100.46,100.46,100.484,100.442,100.463,1.002794,21218.0,-0.3382,2013-06-06 15:09:38,0
207,511010.SH,20130607,100.19,100.26,100.156,100.206,160578.74,1608826.167,100.463,100.47,100.54,100.436,100.486,1.002794,18808.0,-0.2101,2013-06-07 15:09:13,0
651,511010.SH,20130613,100.208,100.267,100.171,100.211,155559.92,1559243.939,100.486,100.488,100.547,100.451,100.491,1.002794,15644.0,-0.3114,2013-06-13 15:08:19,0
51,511010.SH,20130614,100.22,100.26,100.161,100.17,112053.83,1122865.497,100.491,100.5,100.54,100.441,100.45,1.002794,10743.0,-0.2678,2013-06-14 15:08:38,0
206,511010.SH,20130617,100.161,100.185,100.103,100.141,117988.32,1181409.328,100.45,100.441,100.465,100.383,100.421,1.002794,10766.0,-0.2798,2013-06-17 15:09:10,0
570,511010.SH,20130618,100.142,100.157,100.05,100.088,114005.33,1141355.604,100.421,100.422,100.437,100.33,100.368,1.002794,10572.0,-0.2561,2013-06-18 15:08:55,0
531,511010.SH,20130619,100.061,100.125,99.7,99.771,89283.08,892992.212,100.368,100.341,100.405,99.979,100.05,1.002794,8068.0,-0.241,2013-06-19 15:09:33,0
1239,511010.SH,20130620,99.802,99.809,98.0,98.86,63175.71,624261.366,100.05,100.081,100.088,98.274,99.136,1.002794,5713.0,-0.2925,2013-06-20 15:07:14,0
1430,511010.SH,20130621,98.81,99.229,98.81,99.031,96270.61,953585.958,99.136,99.086,99.506,99.086,99.308,1.002794,9699.0,-0.2759,2013-06-21 15:09:43,0
197,511010.SH,20130624,99.09,99.5,98.501,99.059,80438.12,798676.049,99.308,99.367,99.778,98.776,99.336,1.002794,7251.0,-0.4152,2013-06-24 15:08:13,0
877,511010.SH,20130625,99.15,99.687,99.069,99.624,75956.79,755113.759,99.336,99.427,99.966,99.346,99.902,1.002794,8022.0,0.0211,2013-06-25 15:07:59,0
1030,511010.SH,20130626,99.56,100.5,99.56,100.033,85533.48,856530.538,99.902,99.838,100.781,99.838,100.312,1.002794,9393.0,-0.1716,2013-06-26 15:08:24,0
1275,511010.SH,20130627,100.066,100.313,100.066,100.133,126224.01,1265402.549,100.312,100.346,100.593,100.346,100.413,1.002794,15077.0,-0.2937,2013-06-27 15:08:10,0
658,511010.SH,20130628,100.166,100.298,100.03,100.168,108476.32,1087342.886,100.413,100.446,100.578,100.309,100.448,1.002794,12498.0,-0.3868,2013-06-28 15:08:21,0
520,511010.SH,20130701,100.196,100.254,100.067,100.161,76341.28,764494.047,100.448,100.476,100.534,100.347,100.441,1.002794,10162.0,-0.4037,2013-07-01 15:07:46,0
958,511010.SH,20130702,100.199,100.208,100.14,100.168,71865.4,719966.762,100.441,100.479,100.488,100.42,100.448,1.002794,8560.0,-0.4007,2013-07-02 15:07:24,0
764,511010.SH,20130703,100.168,100.19,100.068,100.111,65937.0,660362.131,100.448,100.448,100.47,100.348,100.391,1.002794,6263.0,-0.49,2013-07-03 15:07:03,0
765,511010.SH,20130704,100.111,100.132,100.071,100.108,47679.5,477313.997,100.391,100.391,100.412,100.351,100.388,1.002794,4777.0,-0.5069,2013-07-04 15:08:33,0
190,511010.SH,20130705,100.137,100.19,100.101,100.168,48185.32,482558.938,100.388,100.417,100.47,100.381,100.448,1.002794,4427.0,-0.4542,2013-07-05 15:09:57,0
1161,511010.SH,20130708,100.171,100.228,100.171,100.205,47814.5,479167.0,100.448,100.451,100.508,100.451,100.485,1.002794,4622.0,-0.3352,2013-07-08 15:08:14,0
709,511010.SH,20130709,100.22,100.22,99.931,100.075,34423.9,344658.712,100.485,100.5,100.5,100.21,100.355,1.002794,3831.0,-0.3892,2013-07-09 15:08:30,0
260,511010.SH,20130710,100.09,100.14,100.011,100.013,49400.1,494366.211,100.355,100.37,100.42,100.29,100.292,1.002794,5327.0,-0.2215,2013-07-10 15:08:03,0
1333,511010.SH,20130711,100.008,100.03,99.301,99.439,36793.8,367232.25,100.292,100.287,100.309,99.578,99.717,1.002794,3893.0,-0.6365,2013-07-11 15:07:54,0
252,511010.SH,20130712,99.45,99.583,99.198,99.285,42024.46,417817.003,99.717,99.728,99.861,99.475,99.562,1.002794,5417.0,-0.6276,2013-07-12 15:08:11,0
439,511010.SH,20130715,99.286,99.404,99.236,99.387,54235.26,538941.024,99.562,99.563,99.682,99.513,99.665,1.002794,7524.0,-0.5115,2013-07-15 15:07:38,0
316,511010.SH,20130716,99.385,99.385,99.235,99.33,56794.4,564042.83,99.665,99.663,99.663,99.512,99.608,1.002794,7821.0,-0.4999,2013-07-16 15:07:39,0
670,511010.SH,20130717,99.33,99.35,99.118,99.157,45014.66,447019.307,99.608,99.608,99.628,99.395,99.434,1.002794,6363.0,-0.5147,2013-07-17 15:08:18,0
425,511010.SH,20130718,99.15,99.229,99.013,99.145,48857.29,484075.488,99.434,99.427,99.506,99.29,99.422,1.002794,6333.0,-0.5168,2013-07-18 15:07:35,0
965,511010.SH,20130719,99.121,99.38,99.121,99.174,42097.01,417713.151,99.422,99.398,99.658,99.398,99.451,1.002794,6897.0,-0.4607,2013-07-19 15:07:27,0
1004,511010.SH,20130722,99.174,99.201,99.103,99.106,48813.17,483899.105,99.451,99.451,99.478,99.38,99.383,1.002794,6340.0,-0.3509,2013-07-22 15:08:28,0
377,511010.SH,20130723,99.115,99.14,99.08,99.114,85910.11,851469.072,99.383,99.392,99.417,99.357,99.391,1.002794,10544.0,-0.1159,2013-07-23 15:07:50,0
1269,511010.SH,20130724,99.119,99.13,98.932,99.003,49320.0,488298.619,99.391,99.396,99.407,99.208,99.28,1.002794,5737.0,0.0738,2013-07-24 15:08:56,0
319,511010.SH,20130725,98.95,99.009,98.711,98.95,65361.67,646433.243,99.28,99.226,99.286,98.987,99.226,1.002794,7435.0,-0.1524,2013-07-25 15:08:05,0
887,511010.SH,20130726,98.988,99.55,98.987,99.019,34624.16,343521.001,99.226,99.265,99.828,99.264,99.296,1.002794,4782.0,-0.1764,2013-07-26 15:07:11,0
459,511010.SH,20130729,99.05,99.258,99.045,99.08,54246.72,538013.389,99.296,99.327,99.535,99.322,99.357,1.002794,6469.0,-0.0918,2013-07-29 15:07:11,0
584,511010.SH,20130730,99.08,99.69,99.08,99.195,52811.75,524191.329,99.357,99.357,99.969,99.357,99.472,1.002794,7431.0,-0.0212,2013-07-30 15:07:25,0
698,511010.SH,20130731,99.245,99.41,99.21,99.382,78347.2,778475.889,99.472,99.522,99.688,99.487,99.66,1.002794,9699.0,0.0705,2013-07-31 15:07:49,0
108,511010.SH,20130801,99.401,99.5,99.38,99.481,78904.4,784566.195,99.66,99.679,99.778,99.658,99.759,1.002794,8503.0,0.0473,2013-08-01 15:08:18,0
760,511010.SH,20130802,99.55,99.6,99.262,99.28,49201.14,489560.196,99.759,99.828,99.878,99.539,99.557,1.002794,5713.0,-0.179,2013-08-02 15:07:50,0
1378,511010.SH,20130805,99.292,99.359,99.247,99.28,82713.68,821387.879,99.557,99.569,99.637,99.524,99.557,1.002794,9005.0,-0.1328,2013-08-05 15:07:36,0
613,511010.SH,20130806,99.296,99.348,99.255,99.29,83455.82,828779.352,99.557,99.573,99.626,99.532,99.567,1.002794,10066.0,-0.0795,2013-08-06 15:07:07,0
327,511010.SH,20130807,99.34,99.34,98.9,98.946,52913.32,524407.619,99.567,99.618,99.618,99.176,99.222,1.002794,5660.0,-0.2219,2013-08-07 15:08:10,0
635,511010.SH,20130808,98.996,99.01,98.703,98.79,52926.02,522865.419,99.222,99.273,99.287,98.979,99.066,1.002794,6795.0,-0.1213,2013-08-08 15:08:22,0
255,511010.SH,20130809,98.75,98.941,98.735,98.761,63742.56,629802.191,99.066,99.026,99.217,99.011,99.037,1.002794,7765.0,-0.091,2013-08-09 15:07:08,0
1078,511010.SH,20130812,98.76,98.838,98.601,98.64,63488.49,627179.996,99.037,99.036,99.114,98.876,98.916,1.002794,7292.0,-0.1276,2013-08-12 15:07:20,0
884,511010.SH,20130813,98.65,98.697,98.456,98.47,62007.0,611201.883,98.916,98.926,98.973,98.731,98.745,1.002794,8091.0,-0.0081,2013-08-13 15:07:18,0
752,511010.SH,20130814,98.47,98.508,98.191,98.201,57542.97,565619.184,98.745,98.745,98.783,98.465,98.475,1.002794,6376.0,0.0102,2013-08-14 15:07:54,0
217,511010.SH,20130815,98.201,98.25,97.98,98.232,55832.82,547741.863,98.475,98.475,98.525,98.254,98.506,1.002794,6440.0,0.0795,2013-08-15 15:07:20,0
787,511010.SH,20130816,98.235,98.46,98.228,98.437,56622.09,556579.12,98.506,98.509,98.735,98.502,98.712,1.002794,6557.0,0.2271,2013-08-16 15:08:06,0
842,511010.SH,20130819,98.449,98.449,97.988,98.004,45911.56,450422.397,98.712,98.724,98.724,98.262,98.278,1.002794,4821.0,-0.0826,2013-08-19 15:07:25,0
1369,511010.SH,20130820,98.004,98.099,97.72,98.047,39249.2,384442.691,98.278,98.278,98.373,97.993,98.321,1.002794,4244.0,0.2321,2013-08-20 15:07:05,0
713,511010.SH,20130821,98.034,98.225,97.9,98.081,49473.22,485075.967,98.321,98.308,98.499,98.174,98.355,1.002794,7236.0,0.098,2013-08-21 15:08:17,0
183,511010.SH,20130822,98.088,98.15,98.0,98.002,54664.94,536281.147,98.355,98.362,98.424,98.274,98.276,1.002794,6751.0,0.0316,2013-08-22 15:08:29,0
511,511010.SH,20130823,98.083,98.335,98.011,98.258,39264.94,385522.079,98.276,98.357,98.61,98.285,98.533,1.002794,5559.0,0.0631,2013-08-23 15:07:44,0
1028,511010.SH,20130826,98.258,98.598,98.25,98.303,43823.32,431194.799,98.533,98.533,98.873,98.525,98.578,1.002794,4498.0,-0.0498,2013-08-26 15:08:01,0
582,511010.SH,20130827,98.38,99.3,98.3,98.306,61134.2,601096.483,98.578,98.655,99.577,98.575,98.581,1.002794,7904.0,-0.0336,2013-08-27 15:07:54,0
562,511010.SH,20130828,98.316,98.338,97.9,97.966,51266.03,503348.238,98.581,98.591,98.613,98.174,98.24,1.002794,5653.0,-0.1356,2013-08-28 15:08:30,0
106,511010.SH,20130829,97.972,98.32,97.97,98.015,80603.31,790363.786,98.24,98.246,98.595,98.244,98.289,1.002794,8632.0,-0.0581,2013-08-29 15:07:14,0
49,511010.SH,20130830,98.05,98.14,98.021,98.137,72010.96,706143.047,98.289,98.324,98.414,98.295,98.411,1.002794,7913.0,0.0408,2013-08-30 15:08:13,0
939,511010.SH,20130902,98.09,98.221,98.08,98.124,45724.66,448741.056,98.411,98.364,98.495,98.354,98.398,1.002794,5297.0,0.0194,2013-09-02 15:08:05,0
662,511010.SH,20130903,98.12,98.13,97.998,98.073,69573.05,682341.289,98.398,98.394,98.404,98.272,98.347,1.002794,7036.0,-0.0153,2013-09-03 15:08:01,0
886,511010.SH,20130904,98.073,98.1,98.012,98.014,77782.41,762677.061,98.347,98.347,98.374,98.286,98.288,1.002794,8509.0,0.0551,2013-09-04 15:08:15,0
944,511010.SH,20130905,98.005,98.03,97.94,97.957,93549.72,916373.512,98.288,98.279,98.304,98.214,98.231,1.002794,10166.0,-0.0643,2013-09-05 15:08:05,0
972,511010.SH,20130906,97.967,98.039,97.9,97.905,72015.77,705480.321,98.231,98.241,98.313,98.174,98.179,1.002794,8958.0,-0.153,2013-09-06 15:07:21,0
1205,511010.SH,20130909,97.888,97.939,97.81,97.824,40180.65,393365.54,98.179,98.161,98.213,98.083,98.097,1.002794,5622.0,-0.1205,2013-09-09 15:08:14,0
